Stock,Date,Price,Open,High,Low,Volume,Previous Close,Intraday Price Change,Intraday %,Interday Price Change,Daily Return %,High-Low Range,High-Low % Range,Volume % Change,7-Day Moving Avg,7-Day Volatility,Risk Level,Day Type,Month,Year
Axis Bank,26/11/2020,612.55,602.25,618.20,594.05,"35,480,000",601.6,10.3,1.71%,10.95,1.82%,24.15,3.94%,1.03%,608.91,1.11%,Medium,Up Day,November,2020
Axis Bank,27/11/2020,601.60,612.00,613.65,598.75,"29,920,000",603.65,-10.4,-1.70%,-2.05,-0.34%,14.9,2.48%,-15.67%,610.06,1.32%,Medium,Down Day,November,2020
Axis Bank,01/12/2020,603.65,611.00,615.00,596.20,"21,290,000",608.1,-7.35,-1.20%,-4.45,-0.73%,18.8,3.11%,-28.84%,614.72,1.81%,Medium,Down Day,December,2020
Axis Bank,02/12/2020,608.10,607.00,613.50,601.25,"19,070,000",602.7,1.1,0.18%,5.4,0.90%,12.25,2.01%,-10.43%,618.06,1.74%,Medium,Up Day,December,2020
Axis Bank,03/12/2020,602.70,610.15,611.00,600.35,"17,750,000",614.5,-7.45,-1.22%,-11.8,-1.92%,10.65,1.77%,-6.92%,618.80,1.64%,Medium,Down Day,December,2020
Axis Bank,04/12/2020,614.50,606.60,616.45,603.20,"20,020,000",619.25,7.9,1.30%,-4.75,-0.77%,13.25,2.16%,12.79%,620.69,1.22%,Medium,Down Day,December,2020
Axis Bank,07/12/2020,619.25,616.95,624.40,612.45,"24,660,000",620.65,2.3,0.37%,-1.4,-0.23%,11.95,1.93%,23.18%,619.63,1.44%,Medium,Down Day,December,2020
Axis Bank,08/12/2020,620.65,619.10,623.85,611.60,"16,010,000",634.2,1.55,0.25%,-13.55,-2.14%,12.25,1.97%,-35.08%,617.75,1.67%,Medium,Down Day,December,2020
Axis Bank,09/12/2020,634.20,619.15,636.70,619.00,"22,000,000",627.05,15.05,2.43%,7.15,1.14%,17.7,2.79%,37.41%,615.57,1.82%,High,Up Day,December,2020
Axis Bank,10/12/2020,627.05,624.50,632.45,620.35,"16,130,000",613.25,2.55,0.41%,13.8,2.25%,12.1,1.93%,-26.68%,612.04,1.25%,High,Up Day,December,2020
Axis Bank,11/12/2020,613.25,626.35,631.65,608.35,"17,950,000",615.9,-13.1,-2.09%,-2.65,-0.43%,23.3,3.80%,11.28%,605.68,1.80%,High,Down Day,December,2020
Axis Bank,14/12/2020,615.90,616.00,623.80,612.40,"14,570,000",607.1,-0.1,-0.02%,8.8,1.45%,11.4,1.85%,-18.83%,602.32,1.96%,High,Up Day,December,2020
Axis Bank,15/12/2020,607.10,615.75,615.75,602.30,"22,310,000",606.1,-8.65,-1.40%,1,0.16%,13.45,2.22%,53.12%,598.97,1.76%,High,Up Day,December,2020
Axis Bank,16/12/2020,606.10,613.55,614.90,604.80,"14,860,000",605.4,-7.45,-1.21%,0.7,0.12%,10.1,1.67%,-33.39%,599.41,1.84%,Medium,Up Day,December,2020
Axis Bank,17/12/2020,605.40,607.25,611.00,603.20,"14,600,000",609.5,-1.85,-0.30%,-4.1,-0.67%,7.8,1.29%,-1.75%,601.06,2.14%,High,Down Day,December,2020
Axis Bank,18/12/2020,609.50,604.40,611.00,596.50,"17,300,000",582.5,5.1,0.84%,27,4.64%,14.5,2.38%,18.49%,604.61,2.81%,High,Up Day,December,2020
Axis Bank,21/12/2020,582.50,605.25,607.25,573.40,"18,580,000",589.75,-22.75,-3.76%,-7.25,-1.23%,33.85,5.81%,7.40%,606.84,3.08%,High,Down Day,December,2020
Axis Bank,22/12/2020,589.75,585.00,593.95,568.40,"19,900,000",592.45,4.75,0.81%,-2.7,-0.46%,25.55,4.33%,7.10%,612.26,2.57%,High,Down Day,December,2020
Axis Bank,23/12/2020,592.45,589.00,594.50,584.30,"12,250,000",610.2,3.45,0.59%,-17.75,-2.91%,10.2,1.72%,-38.44%,617.12,2.04%,High,Down Day,December,2020
Axis Bank,24/12/2020,610.20,595.00,614.00,594.15,"15,490,000",617.65,15.2,2.55%,-7.45,-1.21%,19.85,3.25%,26.45%,621.73,1.03%,High,Down Day,December,2020
Axis Bank,28/12/2020,617.65,614.00,620.80,614.00,"8,440,000",630.2,3.65,0.59%,-12.55,-1.99%,6.8,1.10%,-45.51%,629.48,2.53%,Medium,Down Day,December,2020
Axis Bank,29/12/2020,630.20,620.70,632.40,618.60,"13,770,000",625.1,9.5,1.53%,5.1,0.82%,13.8,2.19%,63.15%,634.71,2.73%,Medium,Up Day,December,2020
Axis Bank,30/12/2020,625.10,632.25,634.00,618.20,"10,260,000",620.45,-7.15,-1.13%,4.65,0.75%,15.8,2.53%,-25.49%,640.55,3.41%,Low,Up Day,December,2020
Axis Bank,31/12/2020,620.45,622.40,625.95,616.00,"12,310,000",623.8,-1.95,-0.31%,-3.35,-0.54%,9.95,1.60%,19.98%,647.35,3.64%,Medium,Down Day,December,2020
Axis Bank,01/01/2021,623.80,620.25,625.45,617.55,"6,050,000",624.7,3.55,0.57%,-0.9,-0.14%,7.9,1.27%,-50.85%,653.99,3.24%,Medium,Down Day,January,2021
Axis Bank,04/01/2021,624.70,627.80,633.00,621.30,"14,070,000",664.45,-3.1,-0.49%,-39.75,-5.98%,11.7,1.87%,132.56%,661.41,2.67%,Medium,Down Day,January,2021
Axis Bank,05/01/2021,664.45,618.00,667.90,618.00,"37,970,000",654.25,46.45,7.52%,10.2,1.56%,49.9,7.51%,169.86%,670.42,1.55%,Medium,Up Day,January,2021
Axis Bank,06/01/2021,654.25,662.00,667.15,649.15,"20,830,000",671.1,-7.75,-1.17%,-16.85,-2.51%,18,2.75%,-45.14%,672.07,1.51%,Medium,Down Day,January,2021
Axis Bank,07/01/2021,671.10,659.00,676.50,659.00,"17,890,000",672.7,12.1,1.84%,-1.6,-0.24%,17.5,2.61%,-14.11%,675.01,0.96%,Medium,Down Day,January,2021
Axis Bank,08/01/2021,672.70,678.00,678.85,668.50,"12,270,000",666.95,-5.3,-0.78%,5.75,0.86%,10.35,1.54%,-31.41%,673.00,1.40%,High,Up Day,January,2021
Axis Bank,11/01/2021,666.95,676.00,676.65,660.15,"7,930,000",675.7,-9.05,-1.34%,-8.75,-1.29%,16.5,2.47%,-35.37%,672.44,1.42%,High,Down Day,January,2021
Axis Bank,12/01/2021,675.70,661.30,685.00,659.25,"13,300,000",687.8,14.4,2.18%,-12.1,-1.76%,25.75,3.81%,67.72%,673.69,1.38%,High,Down Day,January,2021
Axis Bank,13/01/2021,687.80,676.00,691.20,669.05,"15,650,000",676,11.8,1.75%,11.8,1.75%,22.15,3.22%,17.67%,673.71,1.38%,High,Up Day,January,2021
Axis Bank,14/01/2021,676.00,678.50,687.80,674.65,"9,340,000",674.85,-2.5,-0.37%,1.15,0.17%,13.15,1.95%,-40.32%,667.53,1.84%,High,Up Day,January,2021
Axis Bank,15/01/2021,674.85,677.60,682.95,669.60,"12,340,000",657,-2.75,-0.41%,17.85,2.72%,13.35,1.98%,32.12%,665.01,1.81%,High,Up Day,January,2021
Axis Bank,18/01/2021,657.00,674.45,675.00,651.15,"13,460,000",668.75,-17.45,-2.59%,-11.75,-1.76%,23.85,3.63%,9.08%,658.91,2.48%,High,Down Day,January,2021
Axis Bank,19/01/2021,668.75,663.55,671.95,659.75,"9,010,000",675.75,5.2,0.78%,-7,-1.04%,12.2,1.82%,-33.06%,660.86,2.55%,High,Down Day,January,2021
Axis Bank,20/01/2021,675.75,664.00,680.95,664.00,"9,980,000",675.85,11.75,1.77%,-0.1,-0.01%,16.95,2.51%,10.77%,660.03,2.51%,High,Down Day,January,2021
Axis Bank,21/01/2021,675.85,680.75,695.00,669.75,"15,850,000",644.5,-4.9,-0.72%,31.35,4.86%,25.25,3.74%,58.82%,664.83,3.72%,Medium,Up Day,January,2021
Axis Bank,22/01/2021,644.50,670.00,673.90,638.80,"21,390,000",658.4,-25.5,-3.81%,-13.9,-2.11%,35.1,5.45%,34.95%,670.31,4.63%,Medium,Down Day,January,2021
Axis Bank,25/01/2021,658.40,654.00,668.00,639.35,"21,330,000",632.1,4.4,0.67%,26.3,4.16%,28.65,4.35%,-0.28%,683.06,5.35%,Medium,Up Day,January,2021
Axis Bank,27/01/2021,632.10,659.95,663.80,627.40,"24,460,000",670.7,-27.85,-4.22%,-38.6,-5.76%,36.4,5.76%,14.67%,695.28,5.89%,Medium,Down Day,January,2021
Axis Bank,28/01/2021,670.70,622.00,674.70,616.00,"64,300,000",662.9,48.7,7.83%,7.8,1.18%,58.7,8.75%,162.88%,707.78,4.30%,High,Up Day,January,2021
Axis Bank,29/01/2021,662.90,671.00,675.85,653.00,"31,270,000",709.35,-8.1,-1.21%,-46.45,-6.55%,22.85,3.45%,-51.37%,717.13,3.76%,High,Down Day,January,2021
Axis Bank,01/02/2021,709.35,665.00,717.00,654.35,"30,650,000",714.2,44.35,6.67%,-4.85,-0.68%,62.65,8.83%,-1.98%,728.50,1.92%,High,Down Day,February,2021
Axis Bank,02/02/2021,714.20,719.25,744.95,704.20,"28,700,000",733.8,-5.05,-0.70%,-19.6,-2.67%,40.75,5.71%,-6.36%,732.14,1.53%,High,Down Day,February,2021
Axis Bank,03/02/2021,733.80,720.00,736.80,715.55,"23,540,000",743.9,13.8,1.92%,-10.1,-1.36%,21.25,2.90%,-17.98%,735.84,1.10%,High,Down Day,February,2021
Axis Bank,04/02/2021,743.90,730.00,745.50,720.60,"20,490,000",719.6,13.9,1.90%,24.3,3.38%,24.9,3.35%,-12.96%,738.21,1.31%,High,Up Day,February,2021
Axis Bank,05/02/2021,719.60,749.00,766.30,717.00,"31,120,000",736.15,-29.4,-3.93%,-16.55,-2.25%,49.3,6.85%,51.88%,745.36,3.14%,High,Down Day,February,2021
Axis Bank,08/02/2021,736.15,726.00,747.80,726.00,"15,660,000",742.5,10.15,1.40%,-6.35,-0.86%,21.8,2.96%,-49.68%,753.29,3.00%,High,Down Day,February,2021
Axis Bank,09/02/2021,742.50,735.75,750.00,726.20,"22,310,000",734.8,6.75,0.92%,7.7,1.05%,23.8,3.21%,42.46%,759.23,3.00%,High,Up Day,February,2021
Axis Bank,10/02/2021,734.80,741.55,746.40,726.10,"15,140,000",740.1,-6.75,-0.91%,-5.3,-0.72%,20.3,2.76%,-32.14%,764.16,2.92%,High,Down Day,February,2021
Axis Bank,11/02/2021,740.10,731.00,744.15,731.00,"11,900,000",750.4,9.1,1.24%,-10.3,-1.37%,13.15,1.78%,-21.40%,766.28,2.56%,High,Down Day,February,2021
Axis Bank,12/02/2021,750.40,735.50,754.70,734.55,"15,670,000",794,14.9,2.03%,-43.6,-5.49%,20.15,2.69%,31.68%,763.33,3.28%,High,Down Day,February,2021
Axis Bank,15/02/2021,794.00,759.90,799.00,753.90,"20,650,000",775.05,34.1,4.49%,18.95,2.45%,45.1,5.68%,31.78%,758.41,4.05%,High,Up Day,February,2021
Axis Bank,16/02/2021,775.05,799.00,799.00,767.00,"23,970,000",777.75,-23.95,-3.00%,-2.7,-0.35%,32,4.13%,16.08%,752.04,3.51%,High,Down Day,February,2021
Axis Bank,17/02/2021,777.75,774.00,785.00,764.30,"16,960,000",777,3.75,0.48%,0.75,0.10%,20.7,2.66%,-29.24%,751.41,3.44%,High,Up Day,February,2021
Axis Bank,18/02/2021,777.00,775.00,782.00,764.00,"19,690,000",749.65,2,0.26%,27.35,3.65%,18,2.32%,16.10%,743.84,3.30%,Medium,Up Day,February,2021
Axis Bank,19/02/2021,749.65,772.90,777.20,741.35,"15,630,000",719.45,-23.25,-3.01%,30.2,4.20%,35.85,4.78%,-20.62%,736.92,2.72%,Medium,Up Day,February,2021
Axis Bank,22/02/2021,719.45,749.65,749.85,715.00,"18,120,000",715.95,-30.2,-4.03%,3.5,0.49%,34.85,4.84%,15.93%,734.29,2.63%,Medium,Up Day,February,2021
Axis Bank,23/02/2021,715.95,732.35,734.95,712.60,"16,800,000",749.4,-16.4,-2.24%,-33.45,-4.46%,22.35,3.12%,-7.28%,739.22,2.61%,Medium,Down Day,February,2021
Axis Bank,24/02/2021,749.40,722.00,754.90,717.05,"11,210,000",770.65,27.4,3.80%,-21.25,-2.76%,37.85,5.05%,-33.27%,742.20,2.23%,Medium,Down Day,February,2021
Axis Bank,25/02/2021,770.65,765.00,783.50,762.15,"26,640,000",724.8,5.65,0.74%,45.85,6.33%,21.35,2.77%,137.64%,739.54,2.25%,Medium,Up Day,February,2021
Axis Bank,26/02/2021,724.80,746.00,758.70,718.65,"31,310,000",728.55,-21.2,-2.84%,-3.75,-0.51%,40.05,5.53%,17.53%,735.63,1.37%,Medium,Down Day,February,2021
Axis Bank,01/03/2021,728.55,738.00,743.50,722.25,"14,300,000",731.25,-9.45,-1.28%,-2.7,-0.37%,21.25,2.92%,-54.33%,738.58,1.27%,Medium,Down Day,March,2021
Axis Bank,02/03/2021,731.25,730.45,740.50,722.00,"14,500,000",753.95,0.8,0.11%,-22.7,-3.01%,18.5,2.53%,1.40%,743.18,1.52%,High,Down Day,March,2021
Axis Bank,03/03/2021,753.95,740.50,760.80,735.10,"13,600,000",736.8,13.45,1.82%,17.15,2.33%,25.7,3.41%,-6.21%,745.94,1.37%,Medium,Up Day,March,2021
Axis Bank,04/03/2021,736.80,731.10,751.45,731.10,"16,900,000",730.75,5.7,0.78%,6.05,0.83%,20.35,2.76%,24.26%,744.58,1.29%,Medium,Up Day,March,2021
Axis Bank,05/03/2021,730.75,732.00,744.10,720.50,"16,360,000",743.3,-1.25,-0.17%,-12.55,-1.69%,23.6,3.23%,-3.20%,744.71,1.27%,Medium,Down Day,March,2021
Axis Bank,08/03/2021,743.30,735.00,752.50,732.00,"13,900,000",745.45,8.3,1.13%,-2.15,-0.29%,20.5,2.76%,-15.04%,744.31,1.37%,Medium,Down Day,March,2021
