Stock,Date,Price,Open,High,Low,Volume,Previous Close,Intraday Price Change,Intraday %,Interday Price Change,Daily Return %,High-Low Range,High-Low % Range,Volume % Change,7-Day Moving Avg,7-Day Volatility,Risk Level,Day Type,Month,Year
Kotak Mahindra,09/01/2024,"1,826.65","1,837.00","1,858.00","1,821.00","4,340,000",1820.8,-10.35,-0.56%,5.85,0.32%,37,2.03%,-64.57%,"1,826.10",1.30%,Low,Up Day,January,2024
Kotak Mahindra,10/01/2024,"1,820.80","1,820.80","1,832.50","1,811.60","7,050,000",1822.85,0,0.00%,-2.05,-0.11%,20.9,1.15%,62.44%,"1,819.04",1.65%,Medium,Down Day,January,2024
Kotak Mahindra,11/01/2024,"1,822.85","1,832.00","1,841.40","1,815.35","4,170,000",1833.25,-9.15,-0.50%,-10.4,-0.57%,26.05,1.43%,-40.85%,"1,810.97",2.01%,Medium,Down Day,January,2024
Kotak Mahindra,12/01/2024,"1,833.25","1,825.00","1,842.55","1,814.40","2,170,000",1851.5,8.25,0.45%,-18.25,-0.99%,28.15,1.54%,-47.96%,"1,808.68",1.99%,Medium,Down Day,January,2024
Kotak Mahindra,15/01/2024,"1,851.50","1,843.00","1,853.60","1,836.25","6,170,000",1848,8.5,0.46%,3.5,0.19%,17.35,0.94%,184.33%,"1,801.71",1.95%,Medium,Up Day,January,2024
Kotak Mahindra,16/01/2024,"1,848.00","1,850.55","1,860.95","1,841.00","4,650,000",1779.65,-2.55,-0.14%,68.35,3.84%,19.95,1.08%,-24.64%,"1,792.73",1.54%,Medium,Up Day,January,2024
Kotak Mahindra,17/01/2024,"1,779.65","1,823.05","1,834.65","1,776.10","10,840,000",1777.25,-43.4,-2.38%,2.4,0.14%,58.55,3.29%,133.12%,"1,781.36",0.79%,Medium,Up Day,January,2024
Kotak Mahindra,18/01/2024,"1,777.25","1,770.00","1,792.70","1,764.60","4,290,000",1764.3,7.25,0.41%,12.95,0.73%,28.1,1.58%,-60.42%,"1,787.54",1.17%,Low,Up Day,January,2024
Kotak Mahindra,19/01/2024,"1,764.30","1,787.05","1,799.95","1,754.15","4,560,000",1806.8,-22.75,-1.27%,-42.5,-2.35%,45.8,2.60%,6.29%,"1,794.16",1.35%,Low,Down Day,January,2024
Kotak Mahindra,20/01/2024,"1,806.80","1,774.45","1,829.45","1,758.10","5,460,000",1784.5,32.35,1.82%,22.3,1.25%,71.35,3.95%,19.74%,"1,802.86",1.26%,Medium,Up Day,January,2024
Kotak Mahindra,23/01/2024,"1,784.50","1,801.00","1,824.90","1,763.90","6,780,000",1788.6,-16.5,-0.92%,-4.1,-0.23%,61,3.42%,24.18%,"1,805.14",1.32%,High,Down Day,January,2024
Kotak Mahindra,24/01/2024,"1,788.60","1,789.00","1,803.50","1,762.90","3,270,000",1768.4,-0.4,-0.02%,20.2,1.14%,40.6,2.27%,-51.77%,"1,810.64",1.26%,High,Up Day,January,2024
Kotak Mahindra,25/01/2024,"1,768.40","1,790.00","1,797.60","1,752.40","6,700,000",1822.9,-21.6,-1.21%,-54.5,-2.99%,45.2,2.56%,104.89%,"1,813.46",1.14%,High,Down Day,January,2024
Kotak Mahindra,29/01/2024,"1,822.90","1,785.30","1,830.05","1,776.00","5,240,000",1823.6,37.6,2.11%,-0.7,-0.04%,54.05,2.97%,-21.79%,"1,816.11",0.77%,Medium,Down Day,January,2024
Kotak Mahindra,30/01/2024,"1,823.60","1,825.00","1,839.45","1,803.35","3,830,000",1825.25,-1.4,-0.08%,-1.65,-0.09%,36.1,1.98%,-26.91%,"1,811.79",0.89%,Medium,Down Day,January,2024
Kotak Mahindra,31/01/2024,"1,825.25","1,816.00","1,841.45","1,788.50","8,120,000",1822.75,9.25,0.51%,2.5,0.14%,52.95,2.90%,112.01%,"1,798.37",1.89%,Low,Up Day,January,2024
Kotak Mahindra,01/02/2024,"1,822.75","1,830.00","1,832.05","1,813.20","2,070,000",1822.95,-7.25,-0.40%,-0.2,-0.01%,18.85,1.03%,-74.51%,"1,786.54",2.08%,Low,Down Day,February,2024
Kotak Mahindra,02/02/2024,"1,822.95","1,841.80","1,850.00","1,818.40","5,050,000",1808.35,-18.85,-1.02%,14.6,0.81%,31.6,1.73%,143.96%,"1,770.37",2.43%,Low,Up Day,February,2024
Kotak Mahindra,05/02/2024,"1,808.35","1,825.00","1,826.95","1,799.00","3,460,000",1787,-16.65,-0.91%,21.35,1.19%,27.95,1.55%,-31.49%,"1,758.11",2.13%,Low,Up Day,February,2024
Kotak Mahindra,06/02/2024,"1,787.00","1,814.00","1,814.00","1,783.15","4,690,000",1792.6,-27,-1.49%,-5.6,-0.31%,30.85,1.73%,35.55%,"1,749.63",1.72%,Low,Down Day,February,2024
Kotak Mahindra,07/02/2024,"1,792.60","1,791.00","1,809.80","1,784.00","4,590,000",1729.7,1.6,0.09%,62.9,3.64%,25.8,1.44%,-2.13%,"1,742.81",1.45%,Low,Up Day,February,2024
Kotak Mahindra,08/02/2024,"1,729.70","1,801.55","1,803.80","1,727.05","4,540,000",1742.45,-71.85,-3.99%,-12.75,-0.73%,76.75,4.44%,-1.09%,"1,734.61",0.72%,Medium,Down Day,February,2024
Kotak Mahindra,09/02/2024,"1,742.45","1,730.00","1,749.00","1,719.00","4,060,000",1709.55,12.45,0.72%,32.9,1.92%,30,1.72%,-10.57%,"1,734.86",0.72%,Medium,Up Day,February,2024
Kotak Mahindra,12/02/2024,"1,709.55","1,743.00","1,749.00","1,691.10","4,510,000",1737.15,-33.45,-1.92%,-27.6,-1.59%,57.9,3.39%,11.08%,"1,737.72",0.93%,Medium,Down Day,February,2024
Kotak Mahindra,13/02/2024,"1,737.15","1,713.00","1,745.10","1,709.00","4,490,000",1748.95,24.15,1.41%,-11.8,-0.67%,36.1,2.08%,-0.44%,"1,742.94",0.61%,Medium,Down Day,February,2024
Kotak Mahindra,14/02/2024,"1,748.95","1,723.65","1,764.80","1,712.15","3,850,000",1739.25,25.3,1.47%,9.7,0.56%,52.65,3.01%,-14.25%,"1,741.17",0.72%,Medium,Up Day,February,2024
Kotak Mahindra,15/02/2024,"1,739.25","1,755.00","1,757.45","1,720.05","2,540,000",1735.25,-15.75,-0.90%,4,0.23%,37.4,2.15%,-34.03%,"1,737.61",0.78%,Medium,Up Day,February,2024
Kotak Mahindra,16/02/2024,"1,735.25","1,749.95","1,751.00","1,732.20","1,640,000",1731.4,-14.7,-0.84%,3.85,0.22%,18.8,1.08%,-35.43%,"1,732.90",1.03%,Medium,Up Day,February,2024
Kotak Mahindra,19/02/2024,"1,731.40","1,744.00","1,744.00","1,726.15","4,450,000",1762.5,-12.6,-0.72%,-31.1,-1.76%,17.85,1.03%,171.34%,"1,728.83",1.17%,Medium,Down Day,February,2024
Kotak Mahindra,20/02/2024,"1,762.50","1,739.70","1,768.65","1,737.35","7,610,000",1746.1,22.8,1.31%,16.4,0.94%,31.3,1.78%,71.01%,"1,722.00",1.53%,Medium,Up Day,February,2024
Kotak Mahindra,21/02/2024,"1,746.10","1,769.00","1,769.00","1,740.55","4,180,000",1724.75,-22.9,-1.29%,21.35,1.24%,28.45,1.63%,-45.07%,"1,711.56",1.27%,Medium,Up Day,February,2024
Kotak Mahindra,22/02/2024,"1,724.75","1,744.50","1,745.00","1,714.20","6,200,000",1724,-19.75,-1.13%,0.75,0.04%,30.8,1.79%,48.33%,"1,708.94",1.03%,Low,Up Day,February,2024
Kotak Mahindra,23/02/2024,"1,724.00","1,724.50","1,732.75","1,715.40","3,450,000",1706.3,-0.5,-0.03%,17.7,1.04%,17.35,1.01%,-44.35%,"1,708.79",1.02%,Low,Up Day,February,2024
Kotak Mahindra,26/02/2024,"1,706.30","1,722.10","1,725.40","1,701.95","5,960,000",1706.75,-15.8,-0.92%,-0.45,-0.03%,23.45,1.37%,72.75%,"1,709.24",1.05%,Low,Down Day,February,2024
Kotak Mahindra,27/02/2024,"1,706.75","1,713.00","1,714.95","1,697.00","4,430,000",1683.6,-6.25,-0.36%,23.15,1.38%,17.95,1.05%,-25.67%,"1,710.59",1.06%,Low,Up Day,February,2024
Kotak Mahindra,28/02/2024,"1,683.60","1,711.00","1,712.85","1,675.20","3,080,000",1689.45,-27.4,-1.60%,-5.85,-0.35%,37.65,2.24%,-30.47%,"1,718.16",1.49%,Low,Down Day,February,2024
Kotak Mahindra,29/02/2024,"1,689.45","1,687.00","1,702.25","1,667.40","6,610,000",1727.7,2.45,0.15%,-38.25,-2.21%,34.85,2.06%,114.61%,"1,727.36",1.31%,Low,Down Day,February,2024
Kotak Mahindra,01/03/2024,"1,727.70","1,695.50","1,730.25","1,695.00","3,440,000",1723.7,32.2,1.90%,4,0.23%,35.25,2.04%,-47.96%,"1,733.11",0.88%,Low,Up Day,March,2024
Kotak Mahindra,02/03/2024,"1,723.70","1,728.00","1,728.80","1,721.30","179,920",1727.2,-4.3,-0.25%,-3.5,-0.20%,7.5,0.44%,-94.77%,"1,732.06",0.92%,Low,Down Day,March,2024
Kotak Mahindra,04/03/2024,"1,727.20","1,727.95","1,741.50","1,718.50","2,780,000",1715.7,-0.75,-0.04%,11.5,0.67%,23,1.33%,1445.13%,"1,732.89",0.90%,Low,Up Day,March,2024
Kotak Mahindra,05/03/2024,"1,715.70","1,726.90","1,727.20","1,708.95","3,120,000",1759.75,-11.2,-0.65%,-44.05,-2.50%,18.25,1.06%,12.23%,"1,735.06",0.91%,Low,Down Day,March,2024
Kotak Mahindra,06/03/2024,"1,759.75","1,722.85","1,771.95","1,718.40","7,450,000",1748.05,36.9,2.14%,11.7,0.67%,53.55,3.04%,138.78%,"1,738.29",0.76%,Low,Up Day,March,2024
Kotak Mahindra,07/03/2024,"1,748.05","1,759.75","1,764.90","1,745.00","3,140,000",1729.65,-11.7,-0.66%,18.4,1.06%,19.9,1.14%,-57.85%,"1,735.17",0.54%,Low,Up Day,March,2024
Kotak Mahindra,11/03/2024,"1,729.65","1,765.90","1,769.85","1,724.25","3,640,000",1720.35,-36.25,-2.05%,9.3,0.54%,45.6,2.64%,15.92%,"1,735.40",0.56%,Low,Up Day,March,2024
Kotak Mahindra,12/03/2024,"1,720.35","1,734.90","1,743.45","1,707.35","10,240,000",1729.55,-14.55,-0.84%,-9.2,-0.53%,36.1,2.10%,181.32%,"1,740.51",0.83%,Low,Down Day,March,2024
Kotak Mahindra,13/03/2024,"1,729.55","1,720.35","1,742.75","1,717.20","5,820,000",1742.4,9.2,0.53%,-12.85,-0.74%,25.55,1.48%,-43.16%,"1,747.91",0.89%,Low,Down Day,March,2024
Kotak Mahindra,14/03/2024,"1,742.40","1,725.00","1,757.85","1,719.15","4,810,000",1738.3,17.4,1.01%,4.1,0.24%,38.7,2.22%,-17.35%,"1,754.60",0.94%,Medium,Up Day,March,2024
Kotak Mahindra,15/03/2024,"1,738.30","1,735.80","1,756.00","1,721.20","15,510,000",1737.9,2.5,0.14%,0.4,0.02%,34.8,2.00%,222.45%,"1,756.21",0.89%,Medium,Up Day,March,2024
Kotak Mahindra,18/03/2024,"1,737.90","1,737.40","1,744.85","1,715.30","2,310,000",1749.65,0.5,0.03%,-11.75,-0.67%,29.55,1.70%,-85.11%,"1,761.54",0.84%,Medium,Down Day,March,2024
Kotak Mahindra,19/03/2024,"1,749.65","1,734.85","1,756.90","1,730.55","4,480,000",1765.4,14.8,0.85%,-15.75,-0.89%,26.35,1.51%,93.94%,"1,768.34",0.73%,Medium,Down Day,March,2024
Kotak Mahindra,20/03/2024,"1,765.40","1,751.40","1,768.50","1,730.80","4,420,000",1772.15,14,0.80%,-6.75,-0.38%,37.7,2.14%,-1.34%,"1,774.21",0.69%,Medium,Down Day,March,2024
Kotak Mahindra,21/03/2024,"1,772.15","1,772.10","1,790.65","1,764.30","3,780,000",1776.4,0.05,0.00%,-4.25,-0.24%,26.35,1.49%,-14.48%,"1,773.06",0.77%,Medium,Down Day,March,2024
Kotak Mahindra,22/03/2024,"1,776.40","1,769.90","1,782.50","1,765.00","7,060,000",1753.7,6.5,0.37%,22.7,1.29%,17.5,0.99%,86.77%,"1,767.21",1.18%,Medium,Up Day,March,2024
Kotak Mahindra,26/03/2024,"1,753.70","1,765.00","1,775.40","1,750.00","5,300,000",1775.6,-11.3,-0.64%,-21.9,-1.23%,25.4,1.45%,-24.93%,"1,763.31",1.22%,Medium,Down Day,March,2024
Kotak Mahindra,27/03/2024,"1,775.60","1,758.00","1,779.80","1,753.90","8,230,000",1785.5,17.6,1.00%,-9.9,-0.55%,25.9,1.46%,55.28%,"1,767.81",1.26%,Low,Down Day,March,2024
Kotak Mahindra,28/03/2024,"1,785.50","1,777.95","1,803.90","1,774.20","6,630,000",1790.7,7.55,0.42%,-5.2,-0.29%,29.7,1.66%,-19.44%,"1,769.64",1.33%,Low,Down Day,March,2024
Kotak Mahindra,01/04/2024,"1,790.70","1,795.00","1,817.65","1,786.50","2,890,000",1757.4,-4.3,-0.24%,33.3,1.89%,31.15,1.74%,-56.41%,"1,768.94",1.31%,Low,Up Day,April,2024
Kotak Mahindra,02/04/2024,"1,757.40","1,793.90","1,798.00","1,754.45","6,850,000",1731.15,-36.5,-2.03%,26.25,1.52%,43.55,2.48%,137.02%,"1,773.97",1.75%,Low,Up Day,April,2024
Kotak Mahindra,03/04/2024,"1,731.15","1,753.50","1,756.70","1,729.00","12,680,000",1749.15,-22.35,-1.27%,-18,-1.03%,27.7,1.60%,85.11%,"1,781.92",1.86%,Low,Down Day,April,2024
Kotak Mahindra,04/04/2024,"1,749.15","1,747.00","1,751.70","1,723.30","13,130,000",1785.15,2.15,0.12%,-36,-2.02%,28.4,1.62%,3.55%,"1,791.49",1.38%,Medium,Down Day,April,2024
Kotak Mahindra,05/04/2024,"1,785.15","1,749.05","1,787.20","1,740.10","6,560,000",1788.4,36.1,2.06%,-3.25,-0.18%,47.1,2.64%,-50.04%,"1,797.70",0.91%,High,Down Day,April,2024
Kotak Mahindra,08/04/2024,"1,788.40","1,793.80","1,801.85","1,785.10","2,630,000",1780.6,-5.4,-0.30%,7.8,0.44%,16.75,0.94%,-59.91%,"1,797.93",0.90%,High,Up Day,April,2024
Kotak Mahindra,09/04/2024,"1,780.60","1,790.35","1,793.00","1,775.70","2,370,000",1825.95,-9.75,-0.54%,-45.35,-2.48%,17.3,0.97%,-9.89%,"1,798.54",0.88%,High,Down Day,April,2024
Kotak Mahindra,10/04/2024,"1,825.95","1,788.90","1,829.90","1,784.00","5,530,000",1813.05,37.05,2.07%,12.9,0.71%,45.9,2.51%,133.33%,"1,802.73",0.78%,High,Up Day,April,2024
Kotak Mahindra,12/04/2024,"1,813.05","1,811.00","1,818.10","1,799.35","3,970,000",1798.15,2.05,0.11%,14.9,0.83%,18.75,1.03%,-28.21%,"1,800.89",0.61%,High,Up Day,April,2024
Kotak Mahindra,15/04/2024,"1,798.15","1,789.95","1,809.70","1,780.00","4,320,000",1792.6,8.2,0.46%,5.55,0.31%,29.7,1.65%,8.82%,"1,805.14",1.06%,High,Up Day,April,2024
Kotak Mahindra,16/04/2024,"1,792.60","1,778.00","1,804.60","1,775.65","4,100,000",1786.75,14.6,0.82%,5.85,0.33%,28.95,1.61%,-5.09%,"1,782.89",3.63%,High,Up Day,April,2024
Kotak Mahindra,18/04/2024,"1,786.75","1,790.05","1,813.00","1,783.10","4,250,000",1792.65,-3.3,-0.18%,-5.9,-0.33%,29.9,1.67%,3.66%,"1,756.59",5.23%,High,Down Day,April,2024
Kotak Mahindra,19/04/2024,"1,792.65","1,764.00","1,805.00","1,763.00","3,870,000",1809.95,28.65,1.62%,-17.3,-0.96%,42,2.34%,-8.94%,"1,735.69",5.77%,High,Down Day,April,2024
Kotak Mahindra,22/04/2024,"1,809.95","1,813.00","1,822.50","1,800.00","6,150,000",1813.05,-3.05,-0.17%,-3.1,-0.17%,22.5,1.24%,58.91%,"1,711.59",6.10%,High,Down Day,April,2024
Kotak Mahindra,23/04/2024,"1,813.05","1,810.00","1,829.00","1,803.10","5,960,000",1842.8,3.05,0.17%,-29.75,-1.61%,25.9,1.43%,-3.09%,"1,678.11",6.26%,High,Down Day,April,2024
Kotak Mahindra,24/04/2024,"1,842.80","1,812.00","1,845.50","1,807.80","3,300,000",1642.45,30.8,1.70%,200.35,12.20%,37.7,2.05%,-44.63%,"1,640.06",5.85%,High,Up Day,April,2024
Kotak Mahindra,25/04/2024,"1,642.45","1,665.00","1,697.80","1,602.00","66,180,000",1608.5,-22.55,-1.35%,33.95,2.11%,95.8,5.83%,1905.45%,"1,608.85",2.21%,Low,Up Day,April,2024
Kotak Mahindra,26/04/2024,"1,608.50","1,642.45","1,655.00","1,605.00","22,150,000",1640.4,-33.95,-2.07%,-31.9,-1.94%,50,3.11%,-66.53%,"1,609.06",2.22%,Low,Down Day,April,2024
Kotak Mahindra,29/04/2024,"1,640.40","1,610.10","1,647.25","1,609.50","11,230,000",1623.95,30.3,1.88%,16.45,1.01%,37.75,2.30%,-49.30%,"1,614.75",2.39%,Low,Up Day,April,2024
Kotak Mahindra,30/04/2024,"1,623.95","1,640.40","1,647.00","1,620.00","18,210,000",1575.65,-16.45,-1.00%,48.3,3.07%,27,1.66%,62.15%,"1,615.14",2.41%,Medium,Up Day,April,2024
Kotak Mahindra,02/05/2024,"1,575.65","1,590.00","1,594.50","1,552.40","26,640,000",1546.7,-14.35,-0.90%,28.95,1.87%,42.1,2.67%,46.29%,"1,615.71",2.42%,Medium,Up Day,May,2024
Kotak Mahindra,03/05/2024,"1,546.70","1,583.00","1,587.90","1,543.85","16,120,000",1624.3,-36.3,-2.29%,-77.6,-4.78%,44.05,2.85%,-39.49%,"1,625.07",2.19%,Medium,Down Day,May,2024
Kotak Mahindra,06/05/2024,"1,624.30","1,605.00","1,633.00","1,594.00","21,610,000",1643.9,19.3,1.20%,-19.6,-1.19%,39,2.40%,34.06%,"1,639.30",0.57%,Medium,Down Day,May,2024
Kotak Mahindra,07/05/2024,"1,643.90","1,628.70","1,647.35","1,618.00","9,870,000",1648.35,15.2,0.93%,-4.45,-0.27%,29.35,1.79%,-54.33%,"1,643.09",0.45%,Medium,Down Day,May,2024
Kotak Mahindra,08/05/2024,"1,648.35","1,640.00","1,657.45","1,636.10","9,850,000",1643.1,8.35,0.51%,5.25,0.32%,21.35,1.30%,-0.20%,"1,647.11",0.81%,Low,Up Day,May,2024
Kotak Mahindra,09/05/2024,"1,643.10","1,648.00","1,661.85","1,637.00","4,660,000",1627.95,-4.9,-0.30%,15.15,0.93%,24.85,1.51%,-52.69%,"1,653.99",1.39%,Low,Up Day,May,2024
Kotak Mahindra,10/05/2024,"1,627.95","1,643.00","1,653.10","1,615.90","11,770,000",1641.2,-15.05,-0.92%,-13.25,-0.81%,37.2,2.29%,152.58%,"1,661.69",1.64%,Low,Down Day,May,2024
Kotak Mahindra,13/05/2024,"1,641.20","1,627.00","1,643.65","1,616.00","5,840,000",1646.3,14.2,0.87%,-5.1,-0.31%,27.65,1.68%,-50.38%,"1,671.73",1.54%,Low,Down Day,May,2024
Kotak Mahindra,14/05/2024,"1,646.30","1,642.00","1,650.00","1,632.50","4,280,000",1650.8,4.3,0.26%,-4.5,-0.27%,17.5,1.06%,-26.71%,"1,680.06",1.40%,Low,Down Day,May,2024
Kotak Mahindra,15/05/2024,"1,650.80","1,649.70","1,654.00","1,637.05","5,260,000",1672.05,1.1,0.07%,-21.25,-1.27%,16.95,1.03%,22.90%,"1,689.03",1.20%,Low,Down Day,May,2024
Kotak Mahindra,16/05/2024,"1,672.05","1,655.00","1,675.00","1,647.20","7,000,000",1696.55,17.05,1.03%,-24.5,-1.44%,27.8,1.66%,33.08%,"1,696.55",0.69%,Low,Down Day,May,2024
Kotak Mahindra,17/05/2024,"1,696.55","1,674.00","1,705.65","1,665.00","9,620,000",1696.95,22.55,1.35%,-0.4,-0.02%,40.65,2.40%,37.43%,"1,702.11",0.35%,Medium,Down Day,May,2024
Kotak Mahindra,18/05/2024,"1,696.95","1,698.00","1,704.00","1,691.95","291,300",1698.25,-1.05,-0.06%,-1.3,-0.08%,12.05,0.71%,-96.97%,"1,703.13",0.31%,Medium,Down Day,May,2024
Kotak Mahindra,21/05/2024,"1,698.25","1,692.00","1,715.00","1,690.00","5,810,000",1699.55,6.25,0.37%,-1.3,-0.08%,25,1.47%,1894.51%,"1,701.83",0.45%,Medium,Down Day,May,2024
Kotak Mahindra,22/05/2024,"1,699.55","1,702.80","1,704.95","1,681.10","6,060,000",1709.05,-3.25,-0.19%,-9.5,-0.56%,23.85,1.40%,4.30%,"1,700.66",0.52%,High,Down Day,May,2024
Kotak Mahindra,23/05/2024,"1,709.05","1,700.00","1,713.60","1,697.05","5,680,000",1703.45,9.05,0.53%,5.6,0.33%,16.55,0.97%,-6.27%,"1,697.93",0.69%,High,Up Day,May,2024
Kotak Mahindra,24/05/2024,"1,703.45","1,711.00","1,717.85","1,694.70","4,940,000",1711,-7.55,-0.44%,-7.55,-0.44%,23.15,1.36%,-13.03%,"1,699.21",0.80%,High,Down Day,May,2024
Kotak Mahindra,27/05/2024,"1,711.00","1,703.45","1,722.00","1,702.50","3,450,000",1703.65,7.55,0.44%,7.35,0.43%,19.5,1.14%,-30.16%,"1,689.86",1.57%,High,Up Day,May,2024
Kotak Mahindra,28/05/2024,"1,703.65","1,712.30","1,716.00","1,698.00","3,720,000",1687.85,-8.65,-0.51%,15.8,0.94%,18,1.06%,7.83%,"1,690.87",1.63%,Low,Up Day,May,2024
Kotak Mahindra,29/05/2024,"1,687.85","1,698.00","1,710.90","1,682.20","4,950,000",1690.1,-10.15,-0.60%,-2.25,-0.13%,28.7,1.70%,33.06%,"1,695.31",1.89%,Low,Down Day,May,2024
Kotak Mahindra,30/05/2024,"1,690.10","1,684.35","1,707.60","1,683.00","5,580,000",1680.4,5.75,0.34%,9.7,0.58%,24.6,1.46%,12.73%,"1,704.71",2.26%,Low,Up Day,May,2024
Kotak Mahindra,31/05/2024,"1,680.40","1,703.00","1,703.00","1,660.55","12,800,000",1718.05,-22.6,-1.33%,-37.65,-2.19%,42.45,2.53%,129.39%,"1,712.65",2.38%,Low,Down Day,May,2024
Kotak Mahindra,03/06/2024,"1,718.05","1,721.45","1,738.85","1,700.10","9,800,000",1637.95,-3.4,-0.20%,80.1,4.89%,38.75,2.26%,-23.44%,"1,718.31",2.22%,Medium,Up Day,June,2024
Kotak Mahindra,04/06/2024,"1,637.95","1,703.25","1,715.50","1,602.45","15,230,000",1718.1,-65.3,-3.83%,-80.15,-4.67%,113.05,6.90%,55.41%,"1,717.98",2.22%,Medium,Down Day,June,2024
Kotak Mahindra,05/06/2024,"1,718.10","1,662.55","1,724.75","1,645.00","14,430,000",1734.7,55.55,3.34%,-16.6,-0.96%,79.75,4.64%,-5.25%,"1,730.61",0.85%,Medium,Down Day,June,2024
Kotak Mahindra,06/06/2024,"1,734.70","1,721.00","1,738.50","1,703.80","6,360,000",1753.7,13.7,0.80%,-19,-1.08%,34.7,2.00%,-55.93%,"1,730.48",0.85%,Medium,Down Day,June,2024
Kotak Mahindra,07/06/2024,"1,753.70","1,730.05","1,758.65","1,722.00","4,610,000",1745.65,23.65,1.37%,8.05,0.46%,36.65,2.09%,-27.52%,"1,728.29",0.88%,Medium,Up Day,June,2024
Kotak Mahindra,10/06/2024,"1,745.65","1,750.10","1,773.45","1,736.15","4,850,000",1720,-4.45,-0.25%,25.65,1.49%,37.3,2.14%,5.21%,"1,727.29",0.77%,Medium,Up Day,June,2024
Kotak Mahindra,11/06/2024,"1,720.00","1,746.60","1,747.20","1,717.10","4,110,000",1715.75,-26.6,-1.52%,4.25,0.25%,30.1,1.75%,-15.26%,"1,730.24",1.10%,Medium,Up Day,June,2024
Kotak Mahindra,12/06/2024,"1,715.75","1,720.10","1,734.00","1,712.90","5,880,000",1726.35,-4.35,-0.25%,-10.6,-0.61%,21.1,1.23%,43.07%,"1,738.19",1.43%,Medium,Down Day,June,2024
Kotak Mahindra,13/06/2024,"1,726.35","1,731.40","1,737.55","1,719.00","6,020,000",1717.2,-5.05,-0.29%,9.15,0.53%,18.55,1.07%,2.38%,"1,746.30",1.46%,Medium,Up Day,June,2024
Kotak Mahindra,14/06/2024,"1,717.20","1,723.00","1,734.90","1,710.40","3,150,000",1719.4,-5.8,-0.34%,-2.2,-0.13%,24.5,1.43%,-47.67%,"1,754.24",1.53%,Medium,Down Day,June,2024
Kotak Mahindra,18/06/2024,"1,719.40","1,718.60","1,724.65","1,703.25","5,710,000",1746.7,0.8,0.05%,-27.3,-1.56%,21.4,1.24%,81.27%,"1,765.80",1.46%,Medium,Down Day,June,2024
Kotak Mahindra,19/06/2024,"1,746.70","1,729.00","1,763.05","1,715.00","9,960,000",1766.25,17.7,1.02%,-19.55,-1.11%,48.05,2.75%,74.43%,"1,781.68",1.49%,Medium,Down Day,June,2024
Kotak Mahindra,20/06/2024,"1,766.25","1,765.00","1,789.85","1,760.30","9,240,000",1775.65,1.25,0.07%,-9.4,-0.53%,29.55,1.67%,-7.23%,"1,789.65",1.25%,Medium,Down Day,June,2024
Kotak Mahindra,21/06/2024,"1,775.65","1,770.00","1,789.00","1,745.30","19,030,000",1772.55,5.65,0.32%,3.1,0.17%,43.7,2.46%,105.95%,"1,795.63",1.15%,Medium,Up Day,June,2024
Kotak Mahindra,24/06/2024,"1,772.55","1,757.15","1,775.20","1,749.75","4,230,000",1781.9,15.4,0.88%,-9.35,-0.52%,25.45,1.44%,-77.77%,"1,794.76",1.21%,Medium,Down Day,June,2024
Kotak Mahindra,25/06/2024,"1,781.90","1,776.55","1,798.25","1,763.00","5,930,000",1798.15,5.35,0.30%,-16.25,-0.90%,35.25,1.98%,40.19%,"1,800.21",1.11%,Low,Down Day,June,2024
Kotak Mahindra,26/06/2024,"1,798.15","1,780.00","1,816.00","1,776.10","6,690,000",1830.55,18.15,1.02%,-32.4,-1.77%,39.9,2.22%,12.82%,"1,807.64",1.19%,Low,Down Day,June,2024
Kotak Mahindra,27/06/2024,"1,830.55","1,791.00","1,838.00","1,785.00","13,340,000",1802.5,39.55,2.21%,28.05,1.56%,53,2.90%,99.40%,"1,815.43",1.47%,Low,Up Day,June,2024
Kotak Mahindra,28/06/2024,"1,802.50","1,822.20","1,847.95","1,798.90","4,970,000",1808.1,-19.7,-1.08%,-5.6,-0.31%,49.05,2.72%,-62.74%,"1,818.66",1.65%,Low,Down Day,June,2024
Kotak Mahindra,01/07/2024,"1,808.10","1,802.50","1,813.15","1,790.00","2,900,000",1769.6,5.6,0.31%,38.5,2.18%,23.15,1.28%,-41.65%,"1,825.14",1.69%,Low,Up Day,July,2024
Kotak Mahindra,02/07/2024,"1,769.60","1,820.95","1,820.95","1,737.10","9,630,000",1810.7,-51.35,-2.82%,-41.1,-2.27%,83.85,4.74%,232.07%,"1,828.25",1.64%,Low,Down Day,July,2024
Kotak Mahindra,03/07/2024,"1,810.70","1,765.80","1,815.85","1,752.20","8,980,000",1833.85,44.9,2.54%,-23.15,-1.26%,63.65,3.52%,-6.75%,"1,838.95",0.83%,Medium,Down Day,July,2024
Kotak Mahindra,04/07/2024,"1,833.85","1,806.60","1,838.55","1,801.30","5,070,000",1852.7,27.25,1.51%,-18.85,-1.02%,37.25,2.03%,-43.54%,"1,842.11",0.53%,Medium,Down Day,July,2024
Kotak Mahindra,05/07/2024,"1,852.70","1,820.00","1,857.95","1,818.45","3,470,000",1853.2,32.7,1.80%,-0.5,-0.03%,39.5,2.13%,-31.56%,"1,843.50",0.49%,High,Down Day,July,2024
Kotak Mahindra,08/07/2024,"1,853.20","1,854.00","1,857.25","1,835.45","3,860,000",1847.85,-0.8,-0.04%,5.35,0.29%,21.8,1.18%,11.24%,"1,836.73",0.88%,Medium,Up Day,July,2024
